,name,address,district,street,cate1,phone,x,y,카카오 평점,카카오 리뷰,카카오 URL,네이버 평점,네이버 리뷰,네이버 URL,구글 평점,구글 리뷰,구글 URL,lon,lat
20,우럭만,부산광역시 강서구 명지동 3239-6 명지롯데프라자 103호,강서구,명지동,횟집,051 271 7071,373569.291,177601.3609,1.0,3,https://place.map.kakao.com/1565130826#review,,,,,,,128.90103624583438,35.08254539351697
21,횟뜰날,부산광역시 강서구 명지동 3239-7 서린프라자 105호,강서구,명지동,횟집,051 206 4353,373570.2222,177568.3913,4.0,0,https://place.map.kakao.com/27468701#review,,,,,,,128.90103955337406,35.082248220788536
22,모토이시,부산광역시 강서구 명지동 3240 세정프라자 108호,강서구,명지동,일식,070 77642929,373571.4809,177507.6088,4.0,10,https://place.map.kakao.com/1115468918#review,,,,,,,128.901040631344,35.08170043417983
23,팔딱팔딱횟집,부산광역시 강서구 명지동 3248-5 1층,강서구,명지동,횟집,051 271 8553,374202.1179,178227.57,3.8,6,https://place.map.kakao.com/1159874883#review,4.46,34,https://m.place.naver.com/share?id=1353840887&tabsPath=%2Fhome&appMode=detail,4.2,리뷰 12개,https://goo.gl/maps/iVd2EqLTqpMN96cL8,128.90810302614543,35.08807765511139
24,히토,부산광역시 강서구 명지동 3257-10번지 101호,강서구,명지동,일식,,374147.4881,178039.0613,3.0,4,https://place.map.kakao.com/27266508#review,4.35,20,https://m.place.naver.com/share?id=37276068&tabsPath=%2Fhome&appMode=detail,4.4,리뷰 34개,https://goo.gl/maps/m6p2pukkSzAKWvHLA,128.90746470863857,35.08638887805733
25,더스시투어,부산광역시 강서구 명지동 3259-1,강서구,명지동,일식,051 2011112,374182.9747,177999.6889,,,,,,,4.0,리뷰 1개,https://goo.gl/maps/dP8W91NmNRaqu3Qu8,128.90784536311136,35.08602806160587
26,(주)태릉,부산광역시 강서구 명지동 3260-16번지,강서구,명지동,일식,,374119.9429,177942.7671,,,,,,,,,,128.90714260814357,35.085526151240586
27,만텐스시,부산광역시 강서구 명지동 3260-1번지,강서구,명지동,일식,,374082.4001,177958.0316,0.0,5,https://place.map.kakao.com/2067511395#review,4.6,108,https://m.place.naver.com/share?id=1541416774&tabsPath=%2Fhome&appMode=detail,,,,128.90673435807204,35.0856701407297
28,강창호물회(대어횟집),부산광역시 강서구 명지동 3261-15,강서구,명지동,횟집,051 271 3238,374227.3222,177890.8102,,,,,,,,,,128.90830852729584,35.08503955718652
29,디에이치푸드,부산광역시 강서구 명지동 3267-3,강서구,명지동,일식,051 205 1765,374110.7685,177836.776,0.0,0,https://place.map.kakao.com/296196043#review,,,,,,,128.9070198137934,35.084572897996296
30,토모니라멘,부산광역시 강서구 명지동 3325 스위트팰리스 상가동 116호,강서구,명지동,일식,,375031.5495,180581.9411,2.5,5,https://place.map.kakao.com/2099459445#review,4.18,41,https://m.place.naver.com/share?id=1085913616&tabsPath=%2Fhome&appMode=detail,,,,128.91769060529157,35.10914363809871
31,스시에비뉴,부산광역시 강서구 명지동 3328 명지 협성휴포레 303동 302호,강서구,명지동,일식,,375000.3849,180279.6001,0.0,0,https://place.map.kakao.com/2057218898#review,,,,,,,128.91728510304884,35.10642539166711
32,오풍미족발,부산광역시 강서구 명지동 3331-5 운정D1타워 101호,강서구,명지동,일식,,375181.6108,180096.7371,,,,,,,,,,128.91923310042844,35.10474659355831
33,명지대게.킹크랩,부산광역시 강서구 명지동 3334-1 1동 1층 일부호,강서구,명지동,횟집,051 291 2912,375372.1339,180077.7646,0.0,5,https://place.map.kakao.com/905142763#review,,,,,,,128.92131761301297,35.104542563936235
34,명지갯벌횟집,부산광역시 강서구 명지동 3334-10 1층,강서구,명지동,횟집,051 271 6066,375552.0443,180058.7256,0.0,0,https://place.map.kakao.com/1591389100#review,4.48,49,https://m.place.naver.com/share?id=1029126712&tabsPath=%2Fhome&appMode=detail,,,,128.9232857630368,35.10433974724386
35,본초밥,부산광역시 강서구 명지동 3358-3번지 3층 301호,강서구,명지동,일식,051 271 7765,375111.4189,179376.0121,1.5,24,https://place.map.kakao.com/354953081#review,4.54,56,https://m.place.naver.com/share?id=1876105746&tabsPath=%2Fhome&appMode=detail,,,,128.91831138366365,35.098266089993594
36,만타스시31 명지점,부산광역시 강서구 명지동 3358-4,강서구,명지동,일식,,375139.3969,179373.2791,5.0,0,https://place.map.kakao.com/1907162203#review,4.56,25,https://m.place.naver.com/share?id=1291026515&tabsPath=%2Fhome&appMode=detail,,,,128.9186174791572,35.09823661205131
37,영광수산회센터,부산광역시 강서구 명지동 3368-1 1층,강서구,명지동,횟집,051 271 8885,375403.793,179978.0726,5.0,21,https://place.map.kakao.com/1314121537#review,4.19,239,https://m.place.naver.com/share?id=1918789380&tabsPath=%2Fhome&appMode=detail,,,,128.9216435614746,35.10363897848231
38,카츠박스,부산광역시 강서구 명지동 3412-4 107호,강서구,명지동,일식,,374899.7168,179322.521,5.0,6,https://place.map.kakao.com/1589353390#review,4.6,62,https://m.place.naver.com/share?id=1797639213&tabsPath=%2Fhome&appMode=detail,,,,128.91597958342652,35.097820941808216
39,미소야 부산명지국제신도시점,부산광역시 강서구 명지동 3420-2 102호,강서구,명지동,일식,051 208 2323,375052.9431,179304.9181,0.0,4,https://place.map.kakao.com/65808684#review,,,,,,,128.91765540519913,35.09763578481172
40,키친료쿠산,부산광역시 강서구 명지동 3420-6번지 110호,강서구,명지동,일식,,375164.6135,179293.4238,0.0,2,https://place.map.kakao.com/1708308246#review,4.7,35,https://m.place.naver.com/share?id=965631871&tabsPath=%2Fhome&appMode=detail,3.6,리뷰 9개,https://goo.gl/maps/CiG1L2M49G8zhXav6,128.91887701049214,35.09751285177411
41,갓텐스시 스타필드시티명지점,부산광역시 강서구 명지동 3438번지 스타필드 시티 명지점 1111호,강서구,명지동,일식,,374851.6951,178805.7536,4.2,21,https://place.map.kakao.com/258626834#review,4.5,602,https://m.place.naver.com/share?id=1028163749&tabsPath=%2Fhome&appMode=detail,2.5,리뷰 2개,https://goo.gl/maps/GbyGviF4QUBYtnYB6,128.91534422601282,35.09317392419576
42,숯불꼬치33&오뎅바,부산광역시 강서구 명지동 3440-1번지 101호,강서구,명지동,일식,,375298.5641,179278.9772,0.0,1,https://place.map.kakao.com/1619082734#review,4.29,34,https://m.place.naver.com/share?id=1411940323&tabsPath=%2Fhome&appMode=detail,,,,128.92034220248203,35.097359438836826
43,참치화,부산광역시 강서구 명지동 3440-2 108호,강서구,명지동,일식,051 293 8989,375322.8564,179276.5758,0.0,2,https://place.map.kakao.com/1008869628#review,4.7,45,https://m.place.naver.com/share?id=1269715161&tabsPath=%2Fhome&appMode=detail,,,,128.92060796451037,35.09733358374629
44,원카츠 명지점,부산광역시 강서구 명지동 3440-5 디엔씨빌딩 107호,강서구,명지동,일식,,375397.6412,179270.218,5.0,49,https://place.map.kakao.com/1180481466#review,4.63,182,https://m.place.naver.com/share?id=1250506369&tabsPath=%2Fhome&appMode=detail,4.5,리뷰 25개,https://goo.gl/maps/GAbTArXBnJWGf2oW6,128.92142634110684,35.097263308096274
45,조방낙지,부산광역시 강서구 명지동 3440-7 108호,강서구,명지동,일식,,375447.4058,179264.9937,2.8,4,https://place.map.kakao.com/1925383238#review,,,,3.3,리뷰 3개,https://goo.gl/maps/4uG5mrUP5CBNnG887,128.92197070827464,35.09720759028082
46,청춘참치,부산광역시 강서구 명지동 3444-2번지,강서구,명지동,일식,,375317.8128,179212.1489,4.0,7,https://place.map.kakao.com/2013881779#review,4.45,55,https://m.place.naver.com/share?id=1396359906&tabsPath=%2Fhome&appMode=detail,,,,128.92053905671955,35.096754067047435
47,풍어수산,부산광역시 강서구 명지동 3444-3,강서구,명지동,횟집,051 271 1888,375315.7735,179192.7531,,,,,,,,,,128.9205126024024,35.0965796933202
48,한라횟집,부산광역시 강서구 명지동 3444-9번지 1층,강서구,명지동,회집,051 206 0888,375329.7749,179210.8932,0.0,4,https://place.map.kakao.com/870629151#review,4.44,115,https://m.place.naver.com/share?id=1003660523&tabsPath=%2Fhome&appMode=detail,4.0,리뷰 1개,https://goo.gl/maps/xFmVSG9iJSfBmLs28,128.9206699077352,35.0967406759096
49,주인의주방,부산광역시 강서구 명지동 3448-3번지,강서구,명지동,일식,,375385.6087,179185.4037,3.5,62,https://place.map.kakao.com/2048974879#review,,,,,,,128.92127650945162,35.096501346247415
50,조개구이캠핑섬,부산광역시 강서구 명지동 3453-1 4층,강서구,명지동,횟집,051 206 8882,375280.8052,179122.6336,0.0,29,https://place.map.kakao.com/2076704206#review,4.67,197,https://m.place.naver.com/share?id=1888432543&tabsPath=%2Fhome&appMode=detail,4.1,리뷰 40개,https://goo.gl/maps/xcibpGd9YQZnGJfw8,128.92011449097535,35.095954094472994
51,제주바당,부산광역시 강서구 명지동 3453-4번지 102호,강서구,명지동,회집,051 202 8854,375273.9436,179060.1501,,,,4.5,132,https://m.place.naver.com/share?id=1029392962&tabsPath=%2Fhome&appMode=detail,3.9,리뷰 35개,https://goo.gl/maps/ZLDLEGTGNTEzmS9v8,128.92002607236188,35.09539240033193
52,스시만드는주방,부산광역시 강서구 명지동 3455-4 102호,강서구,명지동,일식,051 275 8615,375353.2174,179115.3051,0.0,8,https://place.map.kakao.com/904429165#review,,,,3.7,리뷰 3개,https://goo.gl/maps/JmC4nKAK7YVzwwgh7,128.9209066433244,35.09587549039941
53,키친어썸,부산광역시 강서구 명지동 3461-12번지 1층,강서구,명지동,일식,051 207 5321,375406.3556,179064.6339,5.0,16,https://place.map.kakao.com/527168608#review,4.48,83,https://m.place.naver.com/share?id=1610050455&tabsPath=%2Fhome&appMode=detail,4.7,리뷰 3개,https://goo.gl/maps/GDA2EAAE3zpFhHBq6,128.92147836442788,35.09540977778908
54,총각도매횟집,부산광역시 강서구 명지동 3488-2,강서구,명지동,횟집,,375125.45,180303.1673,0.0,1,https://place.map.kakao.com/616241545#review,4.29,17,https://m.place.naver.com/share?id=1474809949&tabsPath=%2Fhome&appMode=detail,,,,128.91866108610188,35.10661598543776
55,빠뎅,부산광역시 강서구 명지동 3492-6 1층 일부,강서구,명지동,일식,,375227.524,180275.2377,0.0,0,https://place.map.kakao.com/1753097761#review,,,,,,,128.91977414870593,35.10634664766703
56,류센소(명지점),부산광역시 강서구 명지동 3493-1,강서구,명지동,일식,051 911 0635,375268.8933,180324.1168,4.3,24,https://place.map.kakao.com/1444534603#review,4.62,195,https://m.place.naver.com/share?id=1482427068&tabsPath=%2Fhome&appMode=detail,4.3,리뷰 24개,https://goo.gl/maps/rr6x5A1eCkZK1scD6,128.92023798939005,35.106779787433915
57,케이튜나(K-TUNA),부산광역시 강서구 명지동 3502-1 1층 일부,강서구,명지동,일식,,375114.4662,180200.3127,0.0,10,https://place.map.kakao.com/173697346#review,4.48,31,https://m.place.naver.com/share?id=1716405546&tabsPath=%2Fhome&appMode=detail,,,,128.918518942614,35.1056913218924
58,독도어부,부산광역시 강서구 명지동 3504-4 1층,강서구,명지동,횟집,,375189.523,180149.6894,0.0,0,https://place.map.kakao.com/1440565023#review,4.28,18,https://m.place.naver.com/share?id=1223362173&tabsPath=%2Fhome&appMode=detail,4.0,리뷰 3개,https://goo.gl/maps/rFcF6kjzzCCWm1Bm8,128.91933102870627,35.10522224249549
59,오케이도매횟집,부산광역시 강서구 명지동 3506-2 1층,강서구,명지동,횟집,051 207 7737,375232.0809,180182.6024,5.0,1,https://place.map.kakao.com/1760232844#review,4.7,30,https://m.place.naver.com/share?id=1429906467&tabsPath=%2Fhome&appMode=detail,,,,128.91980451397905,35.10551134641166
60,란!빛나다,부산광역시 강서구 명지동 3509-1번지 1층,강서구,명지동,일식,,375296.8374,180177.0225,0.0,3,https://place.map.kakao.com/2088690864#review,4.52,121,https://m.place.naver.com/share?id=1505177856&tabsPath=%2Fhome&appMode=detail,,,,128.92051320567057,35.10544982469652
61,욕지도횟집,부산광역시 강서구 명지동 3509-7,강서구,명지동,횟집,051 208 1884,375311.5896,180159.5151,0.0,2,https://place.map.kakao.com/177872367#review,4.56,112,https://m.place.naver.com/share?id=1733820366&tabsPath=%2Fhome&appMode=detail,4.3,리뷰 3개,https://goo.gl/maps/na9FGXbi9TmCH41h9,128.9206712179877,35.10528954397078
62,소복회,부산광역시 강서구 명지동 3510-8번지 1층 일부,강서구,명지동,일식,,375290.8145,180118.8697,3.0,13,https://place.map.kakao.com/942476547#review,4.6,190,https://m.place.naver.com/share?id=1083341286&tabsPath=%2Fhome&appMode=detail,3.8,리뷰 5개,https://goo.gl/maps/4ZizZpRuEtzv82Xh8,128.9204348809084,35.104926999617504
63,이어도,부산광역시 강서구 명지동 3515-6번지 1층 일부,강서구,명지동,횟집,051 292 1149,375401.2295,180104.7287,5.0,6,https://place.map.kakao.com/158121947#review,4.31,18,https://m.place.naver.com/share?id=1901531046&tabsPath=%2Fhome&appMode=detail,,,,128.92164226705054,35.10478041078738
64,에바돈가츠 명지서부지법점,부산광역시 강서구 명지동 3594 더샵 명지퍼스트월드 2단지 104호,강서구,명지동,일식,,373753.9875,179343.1529,3.4,3,https://place.map.kakao.com/1453159511#review,4.46,226,https://m.place.naver.com/share?id=1521163458&tabsPath=%2Fhome&appMode=detail,,,,128.9034253101054,35.09820481921268
65,요이참치,부산광역시 강서구 명지동 3594 더샵 명지퍼스트월드 2단지 판매시설동 1층 227호,강서구,명지동,일식,,373753.9875,179343.1529,0.0,2,https://place.map.kakao.com/191812970#review,4.49,36,https://m.place.naver.com/share?id=1165136072&tabsPath=%2Fhome&appMode=detail,,,,128.9034253101054,35.09820481921268
66,대게랑스시랑,부산광역시 강서구 명지동 3597-5 113호 일부,강서구,명지동,횟집,,373808.7564,178891.0303,0.0,0,https://place.map.kakao.com/1832114209#review,,,,,,,128.90393086414042,35.094122371588114
67,술시,부산광역시 강서구 명지동 3598-4 제이티프라자,강서구,명지동,일식,,373739.3726,178830.0192,,,,,,,,,,128.90315758110506,35.09358469546962
68,시로이돈까스부산명지점,부산광역시 강서구 명지동 3599-1 e편한세상 명지,강서구,명지동,일식,051 292 1521,374032.1287,179398.7823,4.7,2,https://place.map.kakao.com/2131214088#review,4.58,129,https://m.place.naver.com/share?id=1149016115&tabsPath=%2Fhome&appMode=detail,4.5,리뷰 31개,https://goo.gl/maps/YWQrzRCjAKZy1CgR8,128.90648577539807,35.09865801283699
69,쿄우노식당,부산광역시 강서구 명지동 3599-1 e편한세상 명지,강서구,명지동,일식,,374032.1287,179398.7823,,,,,,,2.0,리뷰 1개,https://goo.gl/maps/7TKcxfriQpcyuAJS9,128.90648577539807,35.09865801283699
70,라무진(명지국제신도시점),부산광역시 강서구 명지동 3599-1 e편한세상 명지 1-47호,강서구,명지동,일식,,374032.1287,179398.7823,0.0,2,https://place.map.kakao.com/141766360#review,4.43,53,https://m.place.naver.com/share?id=1160154071&tabsPath=%2Fhome&appMode=detail,5.0,리뷰 1개,https://goo.gl/maps/t8dFvVYYKCdpqwH26,128.90648577539807,35.09865801283699
71,호호야,부산광역시 강서구 명지동 3599-1 e편한세상 명지 1-58호,강서구,명지동,일식,051 710 9077,374032.1287,179398.7823,,,,,,,,,,128.90648577539807,35.09865801283699
72,마마초밥 명지법원점,부산광역시 강서구 명지동 3599-1 e편한세상 명지 비주거시설동 1-59호,강서구,명지동,일식,,374032.1287,179398.7823,0.0,0,https://place.map.kakao.com/115688825#review,4.23,28,https://m.place.naver.com/share?id=1891991089&tabsPath=%2Fhome&appMode=detail,,,,128.90648577539807,35.09865801283699
73,쿡스시,부산광역시 강서구 명지동 3603-2 116호,강서구,명지동,일식,,373925.112,178813.8611,0.0,0,https://place.map.kakao.com/1937641660#review,,,,,,,128.90519002178618,35.0934071285091
74,대라참치,부산광역시 강서구 신호동 215-3,강서구,신호동,횟집,051 972 1666,371253.3659,178073.259,5.0,5,https://place.map.kakao.com/1792150225#review,4.91,52,https://m.place.naver.com/share?id=1797285544&tabsPath=%2Fhome&appMode=detail,,,,128.8757526777799,35.087192266506506
75,야타이,부산광역시 강서구 신호동 217 신호프라자 109호,강서구,신호동,일식,,371180.376,177972.6751,0.0,0,https://place.map.kakao.com/194467416#review,4.73,13,https://m.place.naver.com/share?id=1460157232&tabsPath=%2Fhome&appMode=detail,,,,128.87493194952327,35.086298509980445
76,홍가참치,부산광역시 강서구 신호동 219-1,강서구,신호동,일식,051 971 3782,371194.1817,177820.9474,0.0,1,https://place.map.kakao.com/1997426071#review,4.96,13,https://m.place.naver.com/share?id=1464783949&tabsPath=%2Fhome&appMode=detail,,,,128.87505194450333,35.08492928187258
77,바다향기,부산광역시 강서구 신호동 219-14,강서구,신호동,횟집,051 971 0540,371194.6532,177795.9414,0.0,1,https://place.map.kakao.com/1666107553#review,,,,,,,128.87505195138553,35.084703927541646
78,초밥잘하는오빠,부산광역시 강서구 신호동 237-4번지 102호,강서구,신호동,일식,051 832 5858,371177.4484,177578.9217,4.6,9,https://place.map.kakao.com/5569413#review,4.66,239,https://m.place.naver.com/share?id=1995505476&tabsPath=%2Fhome&appMode=detail,4.5,리뷰 61개,https://goo.gl/maps/TaTtgERgnGQtDJqx9,128.87481861171193,35.08275175578702
79,우럭&갈비탕,부산광역시 강서구 신호동 242-13번지,강서구,신호동,회집,,371359.13,177631.8163,4.0,4,https://place.map.kakao.com/1878076540#review,,,,4.3,리뷰 3개,https://goo.gl/maps/f7yGSZqNznpLLjE2A,128.87682066040222,35.08319744169629
80,와이제이,부산광역시 강서구 신호동 242-9 1층 일부,강서구,신호동,일식,051 832 1205,371360.518,177575.1466,0.0,0,https://place.map.kakao.com/286015791#review,,,,,,,128.8768241666661,35.082686679727416
81,마라도 물회,부산광역시 강서구 신호동 263-3번지,강서구,신호동,회집,,371308.822,177297.636,3.6,21,https://place.map.kakao.com/26835258#review,4.43,287,https://m.place.naver.com/share?id=36787464&tabsPath=%2Fhome&appMode=detail,4.1,리뷰 298개,https://goo.gl/maps/XoENW7qYcWz1ySR37,128.87620030957785,35.08019541542928
82,동해초장,부산광역시 강서구 신호동 317-18 2층,강서구,신호동,횟집,051 831 0004,370683.0615,177527.438,0.0,1,https://place.map.kakao.com/328491540#review,4.4,152,https://m.place.naver.com/share?id=1610205715&tabsPath=%2Fhome&appMode=detail,3.0,리뷰 1개,https://goo.gl/maps/xqNuHN57L3XSDzkg9,128.8693898158393,35.08237167889986
83,동경식당,부산광역시 강서구 신호동 317-24,강서구,신호동,일식,051 831 7972,370580.9773,177594.2328,4.5,10,https://place.map.kakao.com/1359313968#review,4.32,141,https://m.place.naver.com/share?id=1555321300&tabsPath=%2Fhome&appMode=detail,3.9,리뷰 74개,https://goo.gl/maps/Emx2rrwTJVzhvQy28,128.86828476761806,35.08299068226916
84,뚠뚜니횟집,부산광역시 강서구 신호동 318-2 의창수협 어선수리소,강서구,신호동,횟집,051 247 0014,370685.2369,177719.9171,0.0,0,https://place.map.kakao.com/804719742#review,,,,,,,128.86945325858335,35.08410532500454
85,회바라기,부산광역시 강서구 신호동 318-2 의창수협 어선수리소,강서구,신호동,횟집,,370685.2369,177719.9171,,,,,,,,,,128.86945325858335,35.08410532500454
86,물회세상,부산광역시 강서구 신호동 320-7번지,강서구,신호동,회집,051 831 6388,370656.7039,177904.9156,5.0,1,https://place.map.kakao.com/12566108#review,4.41,104,https://m.place.naver.com/share?id=16675305&tabsPath=%2Fhome&appMode=detail,3.9,리뷰 60개,https://goo.gl/maps/2fCwPnAuhv5Z5LbW6,128.86917860674862,35.08577677263736
87,황금어장,부산광역시 강서구 지사동 1191-12번지,강서구,지사동,일식,051 971 2369,367055.2862,184909.8553,1.0,2,https://place.map.kakao.com/1003756631#review,4.57,61,https://m.place.naver.com/share?id=1438194900&tabsPath=%2Fhome&appMode=detail,4.0,리뷰 10개,https://goo.gl/maps/zSNvEb3y5goXRvq59,128.8311199918681,35.14948682947383
88,해운대,부산광역시 강서구 지사동 1195-2 1층,강서구,지사동,횟집,051 852 2089,366868.4292,185013.6625,5.0,4,https://place.map.kakao.com/1525703495#review,,,,4.6,리뷰 7개,https://goo.gl/maps/jycWwVCvRD2CWyks5,128.8290913742657,35.150453011665256
89,어부횟집,부산광역시 강서구 천성동 1367-1번지,강서구,천성동,회집,,365296.3649,172132.9848,0.0,1,https://place.map.kakao.com/24122043#review,,,,4.0,리뷰 23개,https://goo.gl/maps/TeE7kqZk2YW6pAH57,128.80927997423666,35.03466869617759
90,연대봉포차식당,부산광역시 강서구 천성동 496번지,강서구,천성동,일식,051 972 1171,365598.2399,171111.9806,0.0,0,https://place.map.kakao.com/757123537#review,,,,,,,128.81238325422626,35.0254208540559
91,가덕도1번지쌈밥,부산광역시 강서구 천성동 585,강서구,천성동,횟집,051 9719327,365640.5572,171239.1621,1.0,6,https://place.map.kakao.com/2018983301#review,3.88,34,https://m.place.naver.com/share?id=1619716444&tabsPath=%2Fhome&appMode=detail,3.8,리뷰 100개,https://goo.gl/maps/ydMEZQy8a34EQ9Pz6,128.81287204166514,35.026559729886486
92,가덕도천성항포차,부산광역시 강서구 천성동 592,강서구,천성동,횟집,,365640.887,171268.1073,0.0,0,https://place.map.kakao.com/1365822624#review,,,,,,,128.8128814170205,35.02682044938501
93,카페아리,부산광역시 강서구 천성동 642번지,강서구,천성동,회집,051 970 0077,365647.2346,171404.4488,0.0,0,https://place.map.kakao.com/865568610#review,4.25,18,https://m.place.naver.com/share?id=1003044155&tabsPath=%2Fhome&appMode=detail,,,,128.8129780870676,35.02804773932106
94,천성중앙초장집,부산광역시 강서구 천성동 647번지,강서구,천성동,회집,051 972 8686,365635.2436,171449.2767,0.0,0,https://place.map.kakao.com/1970656046#review,,,,,,,128.81285568178717,35.028453567439286
