,name,address,district,street,cate1,phone,x,y,카카오 평점,카카오 리뷰,카카오 URL,네이버 평점,네이버 리뷰,네이버 URL,구글 평점,구글 리뷰,구글 URL,lon,lat
14,신흥각,부산광역시 강서구 대저1동 2380-6번지,강서구,대저1동,중국식,051 9721646,380306.3366,192462.0831,1.0,0,https://place.map.kakao.com/12246170#review,4.69,93,https://m.place.naver.com/share?id=1758533285&tabsPath=%2Fhome&appMode=detail,,,,128.97810711360484,35.2152323566542
15,어 옛날짜장,부산광역시 강서구 대저1동 370-5,강서구,대저1동,중국식,051 9711233,381057.6787,192616.6014,,,,4.4,323,https://m.place.naver.com/share?id=36625399&tabsPath=%2Fhome&appMode=detail,3.9,리뷰 82개,https://goo.gl/maps/te4g5HSFAh34tPJ88,128.98638815554887,35.2164890942062
16,신촌반점,부산광역시 강서구 대저1동 508-5번지 12통4반,강서구,대저1동,중국식,051 9730489,380160.9289,193064.5245,0.0,0,https://place.map.kakao.com/21434468#review,,,,3.0,리뷰 1개,https://goo.gl/maps/xM7XSNwngTTq68iPA,128.97664274147743,35.22068528736206
17,등구반점,부산광역시 강서구 대저2동 1250-1,강서구,대저2동,중국식,051 9732141,378595.4152,190108.4554,0.0,0,https://place.map.kakao.com/10365187#review,4.35,34,https://m.place.naver.com/share?id=16657029&tabsPath=%2Fhome&appMode=detail,3.1,리뷰 18개,https://goo.gl/maps/eHwvJkJteTFGwsg3A,128.95881726898992,35.19433613692769
18,대동반점,부산광역시 강서구 대저2동 1837-1번지,강서구,대저2동,중국식,051 9731303,377950.3153,188572.5841,5.0,2,https://place.map.kakao.com/654286207#review,,,,4.0,리뷰 89개,https://goo.gl/maps/5Y2oFFuYTaV74VKM9,128.95140688268094,35.18061503638468
19,공항반점,부산광역시 강서구 대저2동 1837-4번지,강서구,대저2동,중국식,051 9726969,377939.0613,188535.6599,3.0,0,https://place.map.kakao.com/8665513#review,,,,,,,128.9512754454906,35.180284404738586
20,짬뽕공화국,부산광역시 강서구 대저2동 2020-2번지,강서구,대저2동,중국식,051 8313317,378109.1397,188542.5021,1.8,1,https://place.map.kakao.com/26892264#review,4.19,140,https://m.place.naver.com/share?id=36610013&tabsPath=%2Fhome&appMode=detail,3.3,리뷰 135개,https://goo.gl/maps/aCusLmCEXELZhxGu5,128.95314302066654,35.18031593253263
21,옥류관,부산광역시 강서구 대저2동 2064-4번지,강서구,대저2동,중국식,051 9735336,377838.8481,188467.1122,0.0,0,https://place.map.kakao.com/10081302#review,4.29,12,https://m.place.naver.com/share?id=1609962680&tabsPath=%2Fhome&appMode=detail,4.1,리뷰 18개,https://goo.gl/maps/dMtE5pFNhUJ1CwEJ9,128.95016114104956,35.17968463532117
22,진텐,부산광역시 강서구 대저2동 3150-6 102호,강서구,대저2동,중국식,051 971 1011,378105.2758,186960.5548,5.0,3,https://place.map.kakao.com/205528360#review,4.32,38,https://m.place.naver.com/share?id=1805486568&tabsPath=%2Fhome&appMode=detail,5.0,리뷰 1개,https://goo.gl/maps/HrT19YiC5HHvQWds7,128.95275949340902,35.16606601027039
23,백리향,"부산광역시 강서구 대저2동 3153-1번지 부산티플렉스지원시설나동 110호, 111호",강서구,대저2동,중국식,051 796 0808,378260.6686,186989.3854,3.8,3,https://place.map.kakao.com/26640077#review,4.39,532,https://m.place.naver.com/share?id=36637439&tabsPath=%2Fhome&appMode=detail,,,,128.95447038440827,35.166298205247976
24,고래반점,부산광역시 강서구 대저2동 3957-2,강서구,대저2동,중국식,051 9731089,378063.1495,185843.2725,0.0,0,https://place.map.kakao.com/1227206088#review,4.57,38,https://m.place.naver.com/share?id=1285479933&tabsPath=%2Fhome&appMode=detail,,,,128.95205663360366,35.1560086621791
25,맥도반점,부산광역시 강서구 대저2동 4416-3번지,강서구,대저2동,중국식,051 9737049,377861.7,185346.453,5.0,0,https://place.map.kakao.com/9757543#review,4.08,33,https://m.place.naver.com/share?id=16657016&tabsPath=%2Fhome&appMode=detail,3.3,리뷰 9개,https://goo.gl/maps/VsrVppXgiWP9MqXGA,128.9497400990541,35.15156877361792
26,자갈치왕짬뽕,부산광역시 강서구 대저2동 4435번지,강서구,대저2동,중국식,051 971 3034,377769.3054,184965.5761,4.0,53,https://place.map.kakao.com/21576446#review,4.35,730,https://m.place.naver.com/share?id=16659420&tabsPath=%2Fhome&appMode=detail,3.9,리뷰 580개,https://goo.gl/maps/vNVJt5hh7tEkpZmF8,128.94864481658522,35.148154030048744
27,진시황,"부산광역시 강서구 대저2동 4533-11번지 ,4533-19",강서구,대저2동,중국식,051 9719567,377326.2422,185246.9389,0.0,0,https://place.map.kakao.com/9432553#review,,,,3.5,리뷰 2개,https://goo.gl/maps/2XHniSzrp8f456cb7,128.94384575823256,35.15076677759327
28,고구려짬뽕 김해공군점,부산광역시 강서구 대저2동 794-1 E032 클럽하우스 2층 일부,강서구,대저2동,중국식,,377149.2447,189381.0962,0.0,0,https://place.map.kakao.com/561083869#review,,,,,,,128.94279097720988,35.18803979722356
29,짜장나라,부산광역시 강서구 동선동 1060-8번지 1층 일부,강서구,동선동,중국식,051 941 9920,367177.3624,174495.9657,0.0,0,https://place.map.kakao.com/620436743#review,4.25,57,https://m.place.naver.com/share?id=1795793956&tabsPath=%2Fhome&appMode=detail,4.0,리뷰 17개,https://goo.gl/maps/ngAnsCgRzh7eR6zV9,128.83035842085735,35.0556477514788
30,홍가네반점,"부산광역시 강서구 명지동 2568-1번지 105,106호",강서구,명지동,중국식,051 271 0409,375271.0,179111.0,4.5,2,https://place.map.kakao.com/1329848492#review,4.49,184,https://m.place.naver.com/share?id=1779940644&tabsPath=%2Fhome&appMode=detail,,,,128.9200045578049,35.09585099618242
31,찬호반점,부산광역시 강서구 명지동 3172번지,강서구,명지동,중국식,,374961.7485,181365.4329,0.0,0,https://place.map.kakao.com/2125012433#review,,,,,,,128.91709087692968,35.11621387865948
32,태용반점,부산광역시 강서구 명지동 3212-3,강서구,명지동,중국식,051271 2386,375965.7523,180505.6625,0.0,0,https://place.map.kakao.com/1841975309#review,,,,,,,128.92791572838493,35.10829387588214
33,짬뽕시대,부산광역시 강서구 명지동 3228,강서구,명지동,중국식,051 2716678,373168.6111,178394.8164,0.0,1,https://place.map.kakao.com/1756143741#review,4.47,30,https://m.place.naver.com/share?id=1272443493&tabsPath=%2Fhome&appMode=detail,5.0,리뷰 1개,https://goo.gl/maps/oq6iEdYFwWEU9BCx9,128.89681074603664,35.08976222233871
34,호호중국관,부산광역시 강서구 명지동 3229-20번지,강서구,명지동,중국식,051 271 4003,373217.1606,178220.8617,2.8,5,https://place.map.kakao.com/12743223#review,4.39,212,https://m.place.naver.com/share?id=19802084&tabsPath=%2Fhome&appMode=detail,3.5,리뷰 168개,https://goo.gl/maps/86mxWbrfmWogREQ16,128.89730652752638,35.088186784863325
35,소상해반점,부산광역시 강서구 명지동 3230-11번지 퀸덤1차에디슨타운상가동 116동 131호,강서구,명지동,중국식,051 271 6543,373016.9812,178139.4072,1.5,0,https://place.map.kakao.com/740476467#review,4.31,179,https://m.place.naver.com/share?id=1998810433&tabsPath=%2Fhome&appMode=detail,3.9,리뷰 7개,https://goo.gl/maps/mvaPxQ2pd7A8Hz9L9,128.89509556725636,35.08748732933648
36,짬뽕땡기는날,부산광역시 강서구 명지동 3231번지 영어도시 퀸덤1차 상가동 241가호,강서구,명지동,중국식,,373002.1416,177917.6231,3.7,0,https://place.map.kakao.com/228794378#review,4.6,160,https://m.place.naver.com/share?id=1188435673&tabsPath=%2Fhome&appMode=detail,4.5,리뷰 2개,https://goo.gl/maps/fJc9PmFebG7zynxq9,128.89488666862604,35.08549188587188
37,칸웨이,부산광역시 강서구 명지동 3237-15 메트로시티상가 901호,강서구,명지동,중국식,051 271 7173,373511.8251,177473.4352,3.4,8,https://place.map.kakao.com/25771468#review,,,,3.7,리뷰 186개,https://goo.gl/maps/RbCa8PbBApSsFocH9,128.90037970973697,35.08140283250195
38,라쿵푸마라탕 명지점,부산광역시 강서구 명지동 3239-2 이건빌딩 103호,강서구,명지동,중국식,051 293 5088,373567.1289,177708.0376,0.0,2,https://place.map.kakao.com/46531590#review,,,,1.0,리뷰 1개,https://goo.gl/maps/uG9Y37GnWqTFySFz8,128.90103486940993,35.08350678153192
39,홍콩반점 부산명지점,부산광역시 강서구 명지동 3239-3번지 201호,강서구,명지동,중국식,,373567.6688,177681.3716,1.8,4,https://place.map.kakao.com/1029437567#review,4.47,311,https://m.place.naver.com/share?id=38265268&tabsPath=%2Fhome&appMode=detail,,,,128.90103520728383,35.083266463251746
40,친친,부산광역시 강서구 명지동 3250-20번지,강서구,명지동,중국식,051 271 8223,374242.5625,178165.9014,0.0,0,https://place.map.kakao.com/1168192803#review,,,,,,,128.9085333402976,35.087515122181195
41,보배반점 명지점,부산광역시 강서구 명지동 3254-11,강서구,명지동,중국식,051 202 9991,374221.5302,178065.1112,,,,,,,3.4,리뷰 7개,https://goo.gl/maps/F2Pa8Pvx5QaCjDuSA,128.90828165894408,35.086610771601684
42,가향중화요리,부산광역시 강서구 명지동 3256-3,강서구,명지동,중국식,,374106.9271,177997.9461,0.0,6,https://place.map.kakao.com/18231914#review,4.38,94,https://m.place.naver.com/share?id=31045259&tabsPath=%2Fhome&appMode=detail,4.5,리뷰 49개,https://goo.gl/maps/my3j8J6pHoYbMdTX9,128.90701154219806,35.08602548489084
43,이비가짬뽕 명지점,부산광역시 강서구 명지동 3311-4번지 1층,강서구,명지동,중국식,,374964.6271,180824.6249,5.0,10,https://place.map.kakao.com/1939694222#review,,,,3.8,리뷰 9개,https://goo.gl/maps/Hf2bx5rDF14pJSiP7,128.9170082072368,35.11134148365681
44,이가반점,부산광역시 강서구 명지동 3331-14 1층 일부,강서구,명지동,중국식,,375333.5512,180082.2471,0.0,0,https://place.map.kakao.com/1987754434#review,,,,,,,128.92089561628757,35.10458965370311
45,마라사부마라탕,부산광역시 강서구 명지동 3358-3 104호,강서구,명지동,중국식,,375111.4189,179376.0121,4.0,2,https://place.map.kakao.com/532919015#review,4.68,93,https://m.place.naver.com/share?id=1291773573&tabsPath=%2Fhome&appMode=detail,,,,128.91831138366365,35.098266089993594
46,북경반점,부산광역시 강서구 명지동 3395-2 106호,강서구,명지동,중국식,051 206 1001,375334.0562,179352.8266,0.0,4,https://place.map.kakao.com/1642057555#review,,,,4.0,리뷰 1개,https://goo.gl/maps/7WxJWcC3RLVqvwvV7,128.92074685330016,35.098018546474684
47,부산 닭둥지,부산광역시 강서구 명지동 3395-4,강서구,명지동,중국식,051 271 8892,375383.6422,179346.1524,0.0,3,https://place.map.kakao.com/497079853#review,4.74,138,https://m.place.naver.com/share?id=1136155427&tabsPath=%2Fhome&appMode=detail,2.0,리뷰 1개,https://goo.gl/maps/8FYCvmzQVuU9hYVf7,128.92128896166986,35.097949801098686
48,칸웨이 스타필드명지점,부산광역시 강서구 명지동 3438 스타필드 시티 명지점 3304호,강서구,명지동,중국식,,374851.6951,178805.7536,5.0,27,https://place.map.kakao.com/359442#review,,,,,,,128.91534422601282,35.09317392419576
49,훠궈야 스타필드시티명지점,부산광역시 강서구 명지동 3438번지 스타필드 시티 명지점 1134호,강서구,명지동,중국식,,374851.6951,178805.7536,3.5,33,https://place.map.kakao.com/2079862970#review,,,,4.1,"리뷰 2,125개",https://goo.gl/maps/5kJwhmJWS6fuB1z77,128.91534422601282,35.09317392419576
50,아향교동,부산광역시 강서구 명지동 3448-8,강서구,명지동,중국식,,375397.8992,179184.1079,1.0,1,https://place.map.kakao.com/1210889029#review,4.26,68,https://m.place.naver.com/share?id=1705190813&tabsPath=%2Fhome&appMode=detail,5.0,리뷰 1개,https://goo.gl/maps/8bvym3LzoHK94q3U9,128.9214109510019,35.09648753598496
51,한봉이만두 명지점,부산광역시 강서구 명지동 3453-2,강서구,명지동,중국식,,375278.5878,179102.0247,4.5,1,https://place.map.kakao.com/913768278#review,4.8,27,https://m.place.naver.com/share?id=1041973698&tabsPath=%2Fhome&appMode=detail,,,,128.92008582930313,35.09576882325557
52,고기에반하다,부산광역시 강서구 명지동 3457-13,강서구,명지동,중국식,051 202 0626,375388.5495,179110.323,0.0,1,https://place.map.kakao.com/1809671259#review,4.83,64,https://m.place.naver.com/share?id=1225729302&tabsPath=%2Fhome&appMode=detail,,,,128.92129286025002,35.09582446647489
53,주주관,부산광역시 강서구 명지동 3457-9,강서구,명지동,중국식,,375367.6052,179073.8495,4.0,33,https://place.map.kakao.com/1291427186#review,4.33,181,https://m.place.naver.com/share?id=1134177561&tabsPath=%2Fhome&appMode=detail,3.8,리뷰 52개,https://goo.gl/maps/jXN95eeg6wfTKAuv8,128.92105557765922,35.09549953421005
54,홍금성,부산광역시 강서구 명지동 3489-1 1층 102호,강서구,명지동,중국식,051 202 7693,375151.0567,180304.64,4.7,10,https://place.map.kakao.com/1476151902#review,4.35,86,https://m.place.naver.com/share?id=1387470338&tabsPath=%2Fhome&appMode=detail,5.0,리뷰 1개,https://goo.gl/maps/QdBcFT36m1z2n6wG7,128.91894210651628,35.106624804802195
55,홍주방 명지점,부산광역시 강서구 명지동 3492-7,강서구,명지동,중국식,051 202 0520,375229.1894,180292.5203,5.0,4,https://place.map.kakao.com/1963385580#review,4.65,145,https://m.place.naver.com/share?id=1739062361&tabsPath=%2Fhome&appMode=detail,,,,128.9197960599325,35.10650204935385
56,목단화,부산광역시 강서구 명지동 3506-1번지,강서구,명지동,중국식,051 207 6333,375217.9421,180184.0908,5.0,4,https://place.map.kakao.com/1168101199#review,4.35,47,https://m.place.naver.com/share?id=1196947368&tabsPath=%2Fhome&appMode=detail,4.3,리뷰 12개,https://goo.gl/maps/rifRaPQNSGTxnLi9A,128.91964983664536,35.10552721156301
57,고니짬뽕 명지점,부산광역시 강서구 명지동 3587-1 110호,강서구,명지동,중국식,,373329.1631,178858.4488,,,,,,,,,,128.89866733803996,35.093911369973135
58,복성,부산광역시 강서구 명지동 3594 더샵 명지퍼스트월드 2단지 123호,강서구,명지동,중국식,,373753.9875,179343.1529,1.0,2,https://place.map.kakao.com/1380537003#review,,,,,,,128.9034253101054,35.09820481921268
59,열라삼신짬뽕 명지점,부산광역시 강서구 명지동 3599-1 e편한세상 명지 비주거시설동 1층 17호,강서구,명지동,중국식,,374032.1287,179398.7823,,,,,,,,,,128.90648577539807,35.09865801283699
60,천리향,부산광역시 강서구 범방동 103-3번지,강서구,범방동,중국식,051 972 5100,371740.8149,186134.0599,2.0,14,https://place.map.kakao.com/12393172#review,4.4,316,https://m.place.naver.com/share?id=16674568&tabsPath=%2Fhome&appMode=detail,3.7,리뷰 168개,https://goo.gl/maps/g9FvSu8ejA59Ceyr7,128.88276714314833,35.159726907726345
61,국일성,부산광역시 강서구 범방동 1847-2번지,강서구,범방동,중국식,9727790,371421.2262,185263.0142,5.0,0,https://place.map.kakao.com/1923638992#review,4.16,49,https://m.place.naver.com/share?id=1564705537&tabsPath=%2Fhome&appMode=detail,,,,128.8790807212664,35.151934419654474
62,진시황 이색 쟁반짜장,부산광역시 강서구 범방동 1850-12번지,강서구,범방동,중국식,051 9710667,371528.1511,185321.9758,2.0,3,https://place.map.kakao.com/15737968#review,4.53,144,https://m.place.naver.com/share?id=13542600&tabsPath=%2Fhome&appMode=detail,3.9,리뷰 37개,https://goo.gl/maps/ABGFCM9BJXUdg9fA7,128.88026577592188,35.15244737273937
63,첸첸,부산광역시 강서구 범방동 1886-1 1층,강서구,범방동,중국식,,371347.461,184907.0375,3.0,1,https://place.map.kakao.com/693350164#review,4.45,134,https://m.place.naver.com/share?id=1968734952&tabsPath=%2Fhome&appMode=detail,,,,128.87819784771676,35.14874009174224
64,열라삼신짬뽕 경마공원점,부산광역시 강서구 범방동 344-16번지 1층,강서구,범방동,중국식,051 972 1441,371372.0,185037.0,3.0,7,https://place.map.kakao.com/1784122493#review,,,,4.0,리뷰 125개,https://goo.gl/maps/Q1WAqsiTYfVWxwoq8,128.87849393146757,35.14990670795903
65,"홍화루,삼시세끼,부산돼지국밥",부산광역시 강서구 생곡동 1517-5,강서구,생곡동,중국식,051 971 1449,371775.182,183517.0407,,,,,,,4.0,리뷰 287개,https://goo.gl/maps/YwPDv4hzJ75J1knG8,128.88260053316168,35.13614516231823
66,수차이나,부산광역시 강서구 생곡동 872-2,강서구,생곡동,중국식,051 971 8873,369832.1692,183233.9845,3.4,13,https://place.map.kakao.com/26789541#review,,,,4.0,리뷰 287개,https://goo.gl/maps/T4rMxJfT3TwynHAJ7,128.86123417876652,35.13392464719342
67,장춘반점,부산광역시 강서구 성북동 342-0번지,강서구,성북동,중국식,051 9722250,366997.2194,174167.478,4.5,6,https://place.map.kakao.com/12504368#review,4.56,77,https://m.place.naver.com/share?id=16675835&tabsPath=%2Fhome&appMode=detail,,,,128.82831872964567,35.05271816855073
68,호호손짜장,부산광역시 강서구 송정동 1197-2번지 2층일부,강서구,송정동,중국식,,367444.2415,179657.4541,3.0,8,https://place.map.kakao.com/14491247#review,4.15,88,https://m.place.naver.com/share?id=16925349&tabsPath=%2Fhome&appMode=detail,4.2,리뷰 133개,https://goo.gl/maps/R4KDjmKqKCPRA6mAA,128.83432392939343,35.102103563583576
69,장원성,부산광역시 강서구 송정동 1631-6번지 툴옵스상가 109호,강서구,송정동,중국식,051 8320030,369071.6016,178414.137,2.5,0,https://place.map.kakao.com/16926286#review,3.87,59,https://m.place.naver.com/share?id=16668124&tabsPath=%2Fhome&appMode=detail,3.9,리뷰 18개,https://goo.gl/maps/pEhArTnJnDrbC7a6A,128.85190980218042,35.09063112733594
70,강렬한짬뽕전문점,부산광역시 강서구 송정동 1715-2번지 부산신항 이아스종합물류센터 2층 제2동,강서구,송정동,중국식,051 941 0644,367819.6647,177772.8541,0.0,0,https://place.map.kakao.com/1444169385#review,4.65,44,https://m.place.naver.com/share?id=1513697500&tabsPath=%2Fhome&appMode=detail,5.0,리뷰 1개,https://goo.gl/maps/rCtMyVpXwPJWxHfe9,128.83805797706597,35.08506282589555
71,강짬뽕,부산광역시 강서구 송정동 1715-6 TOOLMART 1동 101호,강서구,송정동,중국식,051 971 8188,367948.4683,177748.0857,0.0,0,https://place.map.kakao.com/1544233751#review,4.34,94,https://m.place.naver.com/share?id=1944570746&tabsPath=%2Fhome&appMode=detail,3.7,리뷰 422개,https://goo.gl/maps/rhrwDbWZkYU5qkeV7,128.83946464336395,35.0848182596724
72,동보성1,부산광역시 강서구 송정동 704-1번지,강서구,송정동,중국식,,368045.082,181268.6027,,,,,,,,,,128.84123726015298,35.11651838327806
73,동보성2,부산광역시 강서구 송정동 704-2번지,강서구,송정동,중국식,,368056.1449,181247.8199,,,,,,,5.0,리뷰 1개,https://goo.gl/maps/ubgncvuLh9Wg7j9r5,128.8413543384112,35.116329307948675
74,수차이나,부산광역시 강서구 송정동 71-3,강서구,송정동,중국식,051 9718877,369196.6215,180638.8684,2.9,5,https://place.map.kakao.com/9799644#review,4.34,613,https://m.place.naver.com/share?id=16671348&tabsPath=%2Fhome&appMode=detail,3.5,리뷰 18개,https://goo.gl/maps/Vc6TumVA92xfS3r58,128.8537342216827,35.110652549566225
75,상해,부산광역시 강서구 신호동 216-10번지 환타지아빌딩 201호,강서구,신호동,중국식,051 8315556,371268.3263,177982.4961,3.4,6,https://place.map.kakao.com/17169575#review,,,,3.8,리뷰 166개,https://goo.gl/maps/VhNM5v8W9egvfYoZ9,128.8758979027523,35.0863720622196
76,마라쉐프 부산신호점,부산광역시 강서구 신호동 217 1층 103호,강서구,신호동,중국식,051 973 3727,371180.376,177972.6751,5.0,5,https://place.map.kakao.com/1572072687#review,4.65,41,https://m.place.naver.com/share?id=1877230496&tabsPath=%2Fhome&appMode=detail,,,,128.87493194952327,35.086298509980445
77,장수국수,부산광역시 강서구 신호동 232-11번지,강서구,신호동,중국식,051 831 8383,371360.1708,177680.6269,0.0,0,https://place.map.kakao.com/194182107#review,4.15,33,https://m.place.naver.com/share?id=1351450764&tabsPath=%2Fhome&appMode=detail,,,,128.87684214935686,35.08363699013375
78,마라향기,부산광역시 강서구 신호동 237-1,강서구,신호동,중국식,,371176.7039,177615.7849,0.0,0,https://place.map.kakao.com/1398348202#review,,,,,,,128.87481805856936,35.083083975839465
79,아랑,부산광역시 강서구 신호동 238-13 1층,강서구,신호동,중국식,051 972 5656,371214.0344,177628.3878,3.0,1,https://place.map.kakao.com/18433634#review,4.23,132,https://m.place.naver.com/share?id=31202920&tabsPath=%2Fhome&appMode=detail,3.4,리뷰 7개,https://goo.gl/maps/NBoovXyJMVzPJf9E6,128.87522978171958,35.08319118066797
80,소소마라탕,부산광역시 강서구 신호동 248-3 1층,강서구,신호동,중국식,,371430.3283,177446.1274,5.0,1,https://place.map.kakao.com/1979098828#review,,,,,,,128.87756258575897,35.08151251567186
81,영빈,부산광역시 강서구 신호동 259-7번지,강서구,신호동,중국식,051 8312206,371447.9672,177407.6166,3.7,0,https://place.map.kakao.com/1127928412#review,4.32,97,https://m.place.naver.com/share?id=16675235&tabsPath=%2Fhome&appMode=detail,4.1,리뷰 9개,https://goo.gl/maps/guhz28UTb69fba6v9,128.87774793652255,35.08116258330181
82,고인돌짬뽕,부산광역시 강서구 신호동 326-9,강서구,신호동,중국식,051 971 5333,370709.0846,177955.2314,2.4,0,https://place.map.kakao.com/786681062#review,,,,4.2,리뷰 17개,https://goo.gl/maps/ct6Br4h7x1qeAnvg8,128.86976304673806,35.08622119990746
83,이비가짬뽕 부산지사점,부산광역시 강서구 지사동 1182-2번지 명진파크뷰 201호,강서구,지사동,중국식,051 971 3372,366854.0762,185062.1644,,,,,,,4.7,리뷰 3개,https://goo.gl/maps/hmkbPxq9RdGiFwRKA,128.8289437270098,35.15089234173472
84,연화성,부산광역시 강서구 지사동 1191-9번지,강서구,지사동,중국식,051 9713800,367018.921,184909.1293,1.7,1,https://place.map.kakao.com/9298725#review,4.36,85,https://m.place.naver.com/share?id=16674354&tabsPath=%2Fhome&appMode=detail,2.9,리뷰 7개,https://goo.gl/maps/d19GWxmcxEom5x7r6,128.8307209687869,35.14948632252
85,황제짬뽕,부산광역시 강서구 지사동 1198-8,강서구,지사동,중국식,051 8316235,366868.8835,184909.1169,3.0,8,https://place.map.kakao.com/26626184#review,4.37,237,https://m.place.naver.com/share?id=35222933&tabsPath=%2Fhome&appMode=detail,4.2,리뷰 127개,https://goo.gl/maps/h1tYBjLNmMHWq8jz8,128.8290752592698,35.149511090422564
86,명품관,부산광역시 강서구 화전동 568-10번지,강서구,화전동,중국식,051 832 9100,371347.5137,180620.5555,0.0,0,https://place.map.kakao.com/22001064#review,,,,4.0,리뷰 10개,https://goo.gl/maps/UDPjBDrjP8KTETy57,128.87731106470534,35.11012431963622
87,리틀희,부산광역시 금정구 구서동 1022-10번지,금정구,구서동,중국식,051 516 2022,389575.1838,197449.9409,5.0,2,https://place.map.kakao.com/26913775#review,,,,3.9,리뷰 63개,https://goo.gl/maps/BLHJs5htHDxoWD8p7,129.08099099205,35.25845360363637
88,상생푸드,부산광역시 금정구 구서동 1023-18,금정구,구서동,중국식,051 583 1979,389636.5418,197464.548,0.0,0,https://place.map.kakao.com/1627695257#review,,,,,,,129.08166817171596,35.25857357415112
