,name,address,district,street,cate1,phone,x,y,카카오 평점,카카오 리뷰,카카오 URL,네이버 평점,네이버 리뷰,네이버 URL,구글 평점,구글 리뷰,구글 URL,lon,lat
45,비에이치씨(BHC) 명지오션시티점,부산광역시 강서구 명지동 3232번지 영어도시 퀸덤1차 상가(322)동 304호,강서구,명지동,통닭(치킨),051 271 2588,373368.8681,177936.6064,2.6,4,https://place.map.kakao.com/24954533#review,,,,4.0,리뷰 4개,https://goo.gl/maps/MPdTLVx4RUJ9BuWt5,128.898909826847,35.085599964360405
46,떡볶이&감자튀김,부산광역시 강서구 명지동 3237 103호,강서구,명지동,분식,051 205 9007,373486.3207,177505.9153,2.0,3,https://place.map.kakao.com/779012562#review,4.61,22,https://m.place.naver.com/share?id=1062826479&tabsPath=%2Fhome&appMode=detail,,,,128.90010699676685,35.0816998197657
47,비아999(VIA999) 명지점,부산광역시 강서구 명지동 3237-12번지 명호빌딩 104호,강서구,명지동,호프/통닭,051 207 0999,373513.4209,177393.4014,5.0,4,https://place.map.kakao.com/522522559#review,4.43,44,https://m.place.naver.com/share?id=432214709&tabsPath=%2Fhome&appMode=detail,,,,128.90038046066255,35.08068155881617
48,명지점 굽네치킨,부산광역시 강서구 명지동 3237-13,강서구,명지동,통닭(치킨),051 271 0055,373512.8914,177420.0777,2.0,2,https://place.map.kakao.com/8223492#review,,,,4.3,리뷰 4개,https://goo.gl/maps/MqET7MWkBfTDUgzn7,128.90038023664758,35.080921968254614
49,오븐에 꾸운 닭,부산광역시 강서구 명지동 3237-15 메트로시티 101호,강서구,명지동,통닭(치킨),051 293 5992,373511.8251,177473.4352,1.0,4,https://place.map.kakao.com/12698299#review,,,,,,,128.90037970973697,35.08140283250195
50,비턴,부산광역시 강서구 명지동 3237-15번지 201호,강서구,명지동,호프/통닭,051 271 6453,373511.8251,177473.4352,,,,,,,,,,128.90037970973697,35.08140283250195
51,응급실 국물떡볶이 부산 명지점,부산광역시 강서구 명지동 3237-2,강서구,명지동,분식,051 293 0911,373487.1072,177458.0952,3.0,1,https://place.map.kakao.com/636552287#review,,,,,,,128.90010561673458,35.08126888828756
52,베네치아,부산광역시 강서구 명지동 3237-3번지 101호,강서구,명지동,호프/통닭,,373487.4719,177439.8117,0.0,1,https://place.map.kakao.com/27118626#review,,,,3.0,리뷰 1개,https://goo.gl/maps/d94EZKWmCACFpDsk8,128.90010579039722,35.081104115272986
53,더착한분식&김밥&만두,부산광역시 강서구 명지동 3238-12 NC TOWER 105호,강서구,명지동,분식,051 203 3533,373508.7202,177626.7675,5.0,1,https://place.map.kakao.com/493006949#review,,,,4.1,리뷰 30개,https://goo.gl/maps/5RBU6iE91DfRBNqK9,128.90037775026784,35.08278468854127
54,명랑시대쌀핫도그,부산광역시 강서구 명지동 3238-14번지 104호,강서구,명지동,분식,051 204 2553,373507.6489,177680.1137,0.0,1,https://place.map.kakao.com/802487160#review,,,,4.7,리뷰 3개,https://goo.gl/maps/vzfhyEMopgeZEScMA,128.90037716668698,35.08326545171024
55,역전할머니맥주 명지오션점,부산광역시 강서구 명지동 3238-15번지 파빌리온 빌딩 105호,강서구,명지동,호프/통닭,,373507.1056,177706.7865,0.0,2,https://place.map.kakao.com/1759353813#review,4.58,180,https://m.place.naver.com/share?id=1547477063&tabsPath=%2Fhome&appMode=detail,,,,128.9003767910421,35.083505831893774
56,가마치통닭 오션시티점,부산광역시 강서구 명지동 3238-2 1층 104호,강서구,명지동,호프/통닭,051 208 9282,373481.8458,177718.121,5.0,0,https://place.map.kakao.com/526640783#review,,,,4.0,리뷰 10개,https://goo.gl/maps/5pPc7fybFUuHEYLw7,128.90010233010506,35.08361228321984
57,가마로강정명지오션시티점,부산광역시 강서구 명지동 3238-4번지 102호,강서구,명지동,호프/통닭,051 291 7292,373482.6558,177678.1091,0.0,2,https://place.map.kakao.com/661048370#review,,,,3.0,리뷰 2개,https://goo.gl/maps/imknWANBdNbL1bwZ7,128.90010283995798,35.083251689437326
58,더홀릭 명지점,부산광역시 강서구 명지동 3239,강서구,명지동,호프/통닭,,373576.0288,177767.8604,,,,,,,,,,128.90114492356594,35.08404417519308
59,추남비어,부산광역시 강서구 명지동 3239-12번지 103호,강서구,명지동,호프/통닭,051 2917486,373593.1804,177656.6872,,,,4.5,15,https://m.place.naver.com/share?id=1516120471&tabsPath=%2Fhome&appMode=detail,5.0,리뷰 1개,https://goo.gl/maps/ApsDz8oZ3kkZPfGV6,128.90130963187622,35.08303970162507
60,썬더치킨(명지1호점),"부산광역시 강서구 명지동 3239-14 광명빌딩 101,102호",강서구,명지동,호프/통닭,051 205 8592,373592.2668,177702.0837,5.0,0,https://place.map.kakao.com/26098380#review,4.3,123,https://m.place.naver.com/share?id=30879580&tabsPath=%2Fhome&appMode=detail,5.0,리뷰 2개,https://goo.gl/maps/PJdoXq7HKyUihGyv5,128.90130911863952,35.08344882119848
61,국수나무,부산광역시 강서구 명지동 3239-5,강서구,명지동,분식,051 293 1003,373568.7516,177628.0327,3.0,4,https://place.map.kakao.com/1211723027#review,,,,,,,128.90103591455969,35.082785763988525
62,신전떡볶이 명지오션시티점,부산광역시 강서구 명지동 3239-5번지 지봉빌딩 104호,강서구,명지동,분식,,373568.7516,177628.0327,3.5,4,https://place.map.kakao.com/1829101332#review,,,,,,,128.90103591455969,35.082785763988525
63,이승학돈까스명지점,부산광역시 강서구 명지동 3239-6번지 명지롯데프라자 101호,강서구,명지동,분식,051 293 4952,373569.291,177601.3609,3.0,6,https://place.map.kakao.com/26327072#review,4.53,214,https://m.place.naver.com/share?id=1166512924&tabsPath=%2Fhome&appMode=detail,4.4,리뷰 23개,https://goo.gl/maps/4DZddaCsP7K22P1s6,128.90103624583438,35.08254539351697
64,김가네 명지점,부산광역시 강서구 명지동 3239-7 서린프라자 103호,강서구,명지동,분식,051 205 9993,373570.2222,177568.3913,3.2,1,https://place.map.kakao.com/26932939#review,,,,4.1,리뷰 30개,https://goo.gl/maps/QFcXc6ncH3Dt38bz6,128.90103955337406,35.082248220788536
65,정우,부산광역시 강서구 명지동 3240-7 103호,강서구,명지동,호프/통닭,,373585.2916,177308.5135,0.0,0,https://place.map.kakao.com/26796009#review,,,,,,,128.90115033053937,35.07990447277029
66,바삭이치킨 오션시티점,"부산광역시 강서구 명지동 3240-7 명지청산오션타워 1충 112호, 113호",강서구,명지동,호프/통닭,051 202 3602,373585.2916,177308.5135,0.0,0,https://place.map.kakao.com/65397548#review,4.68,59,https://m.place.naver.com/share?id=1220585377&tabsPath=%2Fhome&appMode=detail,,,,128.90115033053937,35.07990447277029
67,동근이숯불두마리치킨명지점,부산광역시 강서구 명지동 3240-7번지 117호,강서구,명지동,호프/통닭,051 293 9700,373585.2916,177308.5135,0.0,0,https://place.map.kakao.com/1742451595#review,,,,,,,128.90115033053937,35.07990447277029
68,해피치킨,부산광역시 강서구 명지동 3240번지 세정프라자 109호,강서구,명지동,통닭(치킨),051 271 8292,373571.4809,177507.6088,5.0,0,https://place.map.kakao.com/12882888#review,4.38,25,https://m.place.naver.com/share?id=32016628&tabsPath=%2Fhome&appMode=detail,3.7,리뷰 3개,https://goo.gl/maps/evyREHPijEANVWNq8,128.901040631344,35.08170043417983
69,냠냠숯불두마리치킨,부산광역시 강서구 명지동 3242 엘크루 블루오션 C4동 116일부호,강서구,명지동,호프/통닭,,374106.5324,177465.9449,0.0,0,https://place.map.kakao.com/1342214823#review,4.5,35,https://m.place.naver.com/share?id=1997093110&tabsPath=%2Fhome&appMode=detail,,,,128.9068955638873,35.08123294178304
70,맛돌이,부산광역시 강서구 명지동 3242 엘크루 블루오션 C4동 B102호,강서구,명지동,호프/통닭,051 205 9289,374106.5324,177465.9449,,,,,,,,,,128.9068955638873,35.08123294178304
71,동키닭,부산광역시 강서구 명지동 3242 엘크루블루오션 C4동 B103호,강서구,명지동,호프/통닭,051 271 0758,374106.5324,177465.9449,0.0,0,https://place.map.kakao.com/354395601#review,,,,,,,128.9068955638873,35.08123294178304
72,꾸브라꼬숯불두마리치킨,부산광역시 강서구 명지동 3242번지 엘크루 블루오션 C4동 B105호,강서구,명지동,호프/통닭,051 293 9281,374106.5324,177465.9449,0.0,1,https://place.map.kakao.com/71302165#review,,,,,,,128.9068955638873,35.08123294178304
73,BBQ(비비큐) 명지점,부산광역시 강서구 명지동 3243번지 엘크루 블루오션 C2동 B103호,강서구,명지동,호프/통닭,,374065.3953,177664.1545,0.0,1,https://place.map.kakao.com/17408447#review,4.27,84,https://m.place.naver.com/share?id=37647991&tabsPath=%2Fhome&appMode=detail,,,,128.90648632774958,35.08302563850012
74,불스떡볶이,부산광역시 강서구 명지동 3243번지 엘크루 블루오션 근린생활시설(C2)동 B104호,강서구,명지동,분식,,374065.3953,177664.1545,0.0,0,https://place.map.kakao.com/164559724#review,,,,,,,128.90648632774958,35.08302563850012
75,치킨신드롬 명지점,부산광역시 강서구 명지동 3244번지 롯데캐슬상가 B동 102호,강서구,명지동,통닭(치킨),051 271 1922,373762.8422,177673.452,0.0,0,https://place.map.kakao.com/52112227#review,,,,,,,128.90317251464148,35.08316153330593
76,세븐치킨 명지점,부산광역시 강서구 명지동 3246 명지오션시티삼정그린코아 114동 B105호,강서구,명지동,호프/통닭,051 905 3337,373988.5128,177937.7198,,,,,,,,,,128.90570112942987,35.0855033505638
77,처갓집양념치킨 명지오션시티점,부산광역시 강서구 명지동 3246 명지오션시티삼정그린코아 114동 B106호,강서구,명지동,호프/통닭,051 294 0399,373988.5128,177937.7198,4.5,0,https://place.map.kakao.com/546542001#review,,,,,,,128.90570112942987,35.0855033505638
78,불숯불숯두마리치킨,부산광역시 강서구 명지동 3246 명지오션시티삼정그린코아 114동 지하1층 B109호 일부,강서구,명지동,호프/통닭,,373988.5128,177937.7198,5.0,2,https://place.map.kakao.com/495377484#review,,,,,,,128.90570112942987,35.0855033505638
79,명지샌드,부산광역시 강서구 명지동 3246 명지오션시티삼정그린코아 115동,강서구,명지동,분식,,373988.5128,177937.7198,5.0,1,https://place.map.kakao.com/1686812769#review,,,,,,,128.90570112942987,35.0855033505638
80,떡보킹 명지점,부산광역시 강서구 명지동 3246 명지오션시티삼정그린코아 115동,강서구,명지동,분식,,373988.5128,177937.7198,0.0,1,https://place.map.kakao.com/1060709028#review,,,,4.1,리뷰 30개,https://goo.gl/maps/qfkEZTyewQ1buxn99,128.90570112942987,35.0855033505638
81,오늘도토스트,부산광역시 강서구 명지동 3246번지 삼정그린코아 115동 B102호,강서구,명지동,분식,,373988.5128,177937.7198,0.0,1,https://place.map.kakao.com/1957363307#review,4.7,28,https://m.place.naver.com/share?id=225222083&tabsPath=%2Fhome&appMode=detail,,,,128.90570112942987,35.0855033505638
82,닭쟁이피자쟁이,부산광역시 강서구 명지동 3248-10,강서구,명지동,호프/통닭,051 292 9494,374211.6904,178217.607,0.0,0,https://place.map.kakao.com/907439396#review,4.63,34,https://m.place.naver.com/share?id=1524712314&tabsPath=%2Fhome&appMode=detail,,,,128.9082058472903,35.08798624944893
83,호식이두마리치킨 명지점,부산광역시 강서구 명지동 3250-15,강서구,명지동,호프/통닭,051 291 9282,374187.6928,178137.6771,0.0,3,https://place.map.kakao.com/1427352745#review,,,,,,,128.90792604958355,35.08727033292802
84,청춘컴패니,부산광역시 강서구 명지동 3250-15,강서구,명지동,분식,,374187.6928,178137.6771,0.0,0,https://place.map.kakao.com/1197965598#review,,,,,,,128.90792604958355,35.08727033292802
85,명지가야밀면,부산광역시 강서구 명지동 3251-4번지,강서구,명지동,분식,051 205 2145,374269.3899,178194.1459,3.3,9,https://place.map.kakao.com/15672037#review,4.27,199,https://m.place.naver.com/share?id=21495051&tabsPath=%2Fhome&appMode=detail,,,,128.9088332987748,35.08776493366018
86,지코바치킨 명지1호점,부산광역시 강서구 명지동 3251-8번지 1층,강서구,명지동,호프/통닭,051 208 8282,374263.7193,178162.2309,0.0,2,https://place.map.kakao.com/1702536755#review,4.53,127,https://m.place.naver.com/share?id=1285917499&tabsPath=%2Fhome&appMode=detail,,,,128.9087644442667,35.08747840249724
87,멕시카나치킨(명지국제신도시점),부산광역시 강서구 명지동 3252-5 1층,강서구,명지동,호프/통닭,051 208 3015,374223.8279,178122.4375,0.0,4,https://place.map.kakao.com/429487663#review,4.43,27,https://m.place.naver.com/share?id=1659420065&tabsPath=%2Fhome&appMode=detail,,,,128.90831888234766,35.08712680663498
88,구포촌국수,부산광역시 강서구 명지동 3253-12번지,강서구,명지동,분식,051 271 6999,374203.8515,178097.0326,0.0,6,https://place.map.kakao.com/19636860#review,4.38,142,https://m.place.naver.com/share?id=32016659&tabsPath=%2Fhome&appMode=detail,,,,128.90809460950123,35.086901391965064
89,대동할매국수,부산광역시 강서구 명지동 3253-7번지,강서구,명지동,분식,051 205 6900,374145.3539,178095.8597,5.0,7,https://place.map.kakao.com/12893057#review,4.31,229,https://m.place.naver.com/share?id=19562012&tabsPath=%2Fhome&appMode=detail,4.2,리뷰 191개,https://goo.gl/maps/Wpcfj58WmUSzPNNx5,128.90745324331465,35.08690092271648
90,교촌치킨명지신도시점,부산광역시 강서구 명지동 3256-5,강서구,명지동,통닭(치킨),051 271 7725,374094.6609,177982.1453,3.0,1,https://place.map.kakao.com/305341195#review,,,,3.5,리뷰 6개,https://goo.gl/maps/kK7pchZ1LC5VPuaj6,128.90687379260004,35.08588525734751
91,정선곤드레생칼국수,부산광역시 강서구 명지동 3259-4,강서구,명지동,분식,051 271 6789,374209.5383,177984.9198,1.0,4,https://place.map.kakao.com/1438307628#review,4.33,123,https://m.place.naver.com/share?id=1590180652&tabsPath=%2Fhome&appMode=detail,,,,128.90813338893128,35.08589042670113
92,윤푸드,부산광역시 강서구 명지동 3260-13번지,강서구,명지동,호프/통닭,051 293 9799,374179.9984,177943.9632,,,,,,,,,,128.90780104243842,35.08552656258353
93,동키치킨 명지점,부산광역시 강서구 명지동 3260-15,강서구,명지동,호프/통닭,051 271 0077,374155.184,177943.4682,0.0,2,https://place.map.kakao.com/1725517021#review,,,,,,,128.90752898308264,35.08552638600846
94,자가치카,부산광역시 강서구 명지동 3261-16,강서구,명지동,통닭(치킨),051 405 9729,374227.5829,177877.6074,0.0,3,https://place.map.kakao.com/26206976#review,4.64,105,https://m.place.naver.com/share?id=35855503&tabsPath=%2Fhome&appMode=detail,4.5,리뷰 16개,https://goo.gl/maps/wYBMz8oKGbqLLKsq8,128.9083086114224,35.08492057292939
95,이도비어 부산명지점,부산광역시 강서구 명지동 3261-19,강서구,명지동,호프/통닭,,374228.368,177838.0003,0.0,0,https://place.map.kakao.com/928070139#review,,,,,,,128.90830889700118,35.084563631337964
96,피자나라치킨공주 명지오션점,부산광역시 강서구 명지동 3263-1,강서구,명지동,호프/통닭,051 201 1801,374181.5361,177878.7245,2.0,1,https://place.map.kakao.com/13028802#review,,,,3.9,리뷰 14개,https://goo.gl/maps/y4rmYWcDffNFLgLS8,128.9078041961827,35.08493858518134
97,착한가마솥감자탕족발,부산광역시 강서구 명지동 3264-8번지,강서구,명지동,호프/통닭,512942344,374147.9786,177890.2876,0.0,0,https://place.map.kakao.com/798413763#review,,,,,,,128.90743885018503,35.08504854446768
98,이조안동찜닭,부산광역시 강서구 명지동 3265번지,강서구,명지동,호프/통닭,051 291 9234,374070.4818,177917.3036,0.0,1,https://place.map.kakao.com/1684139537#review,,,,,,,128.90659519148443,35.08530529248479
