,name,address,district,street,cate1,phone,x,y,카카오 평점,카카오 리뷰,카카오 URL,네이버 평점,네이버 리뷰,네이버 URL,구글 평점,구글 리뷰,구글 URL,lon,lat
14,도미노피자 명지점,부산광역시 강서구 명지동 3231 영어도시 퀸덤1차 링컨타운상가동 222동 201~3호,강서구,명지동,경양식,051 205 3082,373002.1416,177917.6231,1.0,1,https://place.map.kakao.com/19263667#review,,,,3.6,리뷰 11개,https://goo.gl/maps/kWYeWiKKjvAkLYoy7,128.89488666862604,35.08549188587188
15,베르데,부산광역시 강서구 명지동 3231번지 영어도시 퀸덤1차 222동,강서구,명지동,경양식,051 294 8312,373002.1416,177917.6231,4.4,17,https://place.map.kakao.com/2027667061#review,4.5,138,https://m.place.naver.com/share?id=1198835670&tabsPath=%2Fhome&appMode=detail,,,,128.89488666862604,35.08549188587188
16,피자헛 부산명지점,"부산광역시 강서구 명지동 3231번지 영어도시 퀸덤1차 상가동 209,2호",강서구,명지동,패밀리레스트랑,,373002.1416,177917.6231,3.8,5,https://place.map.kakao.com/1014189511#review,,,,,,,128.89488666862604,35.08549188587188
17,피자에땅 명지점,부산광역시 강서구 명지동 3231번지 영어도시 퀸덤1차 상가동 247일부호,강서구,명지동,경양식,051 291 3651,373002.1416,177917.6231,5.0,0,https://place.map.kakao.com/10181441#review,,,,3.7,리뷰 3개,https://goo.gl/maps/3TESLaEZAW79Qd9y5,128.89488666862604,35.08549188587188
18,청년피자(명지점),"부산광역시 강서구 명지동 3232 영어도시 퀸덤1차 아인슈타인타운 상가동 324동 지하1층 326-9, 10호",강서구,명지동,경양식,051 293 2288,373368.8681,177936.6064,4.0,1,https://place.map.kakao.com/1639388128#review,4.48,43,https://m.place.naver.com/share?id=1519653308&tabsPath=%2Fhome&appMode=detail,,,,128.898909826847,35.085599964360405
19,빨라에 빠델라,부산광역시 강서구 명지동 3233번지 극동스타클래스상가 207호,강서구,명지동,경양식,,373314.6571,177662.814,4.0,7,https://place.map.kakao.com/19773987#review,4.42,33,https://m.place.naver.com/share?id=32630521&tabsPath=%2Fhome&appMode=detail,5.0,리뷰 2개,https://goo.gl/maps/Wj4t5SVzm5YrAFmP8,128.89825849096184,35.08314276496758
20,파스타델리지오,부산광역시 강서구 명지동 3237번지,강서구,명지동,경양식,,373486.3207,177505.9153,3.0,11,https://place.map.kakao.com/21604609#review,4.52,137,https://m.place.naver.com/share?id=33841775&tabsPath=%2Fhome&appMode=detail,4.1,리뷰 149개,https://goo.gl/maps/bASXKvimVoWUxacY9,128.90010699676685,35.0816998197657
21,버거15,부산광역시 강서구 명지동 3238-11 102호,강서구,명지동,경양식,0,373509.1247,177606.7668,4.2,12,https://place.map.kakao.com/119924862#review,,,,4.3,리뷰 6개,https://goo.gl/maps/FjfBa9u1AqLAsYnr9,128.90037800028088,35.08260443902952
22,시크릿레스토랑,부산광역시 강서구 명지동 3239-7번지 서린프라자 303호,강서구,명지동,경양식,,373570.2222,177568.3913,0.0,0,https://place.map.kakao.com/311286616#review,,,,,,,128.90103955337406,35.082248220788536
23,블리스,부산광역시 강서구 명지동 3249-1,강서구,명지동,경양식,051 2020045,374155.0734,178183.9489,0.0,0,https://place.map.kakao.com/764670190#review,,,,,,,128.90757826276837,35.08769280908621
24,에스티세븐(ST.7),부산광역시 강서구 명지동 3249-5번지 102호,강서구,명지동,경양식,,374113.6092,178145.0862,,,,,,,,,,128.90711566228242,35.087349864474746
25,심플리 프렌치,부산광역시 강서구 명지동 3250-16번지 1층일부호,강서구,명지동,경양식,,374198.0799,178147.4072,0.0,4,https://place.map.kakao.com/1325828339#review,,,,,,,128.9080419337727,35.08735619477961
26,우아한돈가츠,부산광역시 강서구 명지동 3253-10,강서구,명지동,경양식,,374180.4451,178096.5616,5.0,3,https://place.map.kakao.com/1074536888#review,4.52,94,https://m.place.naver.com/share?id=1313379821&tabsPath=%2Fhome&appMode=detail,,,,128.9078379819948,35.086901189367524
27,미태리 명지오션신도시점,부산광역시 강서구 명지동 3255-4,강서구,명지동,경양식,,374106.4277,178022.1253,0.0,2,https://place.map.kakao.com/1177700728#review,,,,4.0,리뷰 2개,https://goo.gl/maps/itzk8xg3orgxpbwU8,128.9070111441253,35.086243392841766
28,코나아일랜드,부산광역시 강서구 명지동 3261번지,강서구,명지동,경양식,,374247.3472,178067.3633,5.0,1,https://place.map.kakao.com/24190732#review,4.41,72,https://m.place.naver.com/share?id=37943491&tabsPath=%2Fhome&appMode=detail,,,,128.90856507915996,35.0866266023193
29,영분의일,부산광역시 강서구 명지동 3265-4번지,강서구,명지동,경양식,,374107.1321,177901.9647,5.0,25,https://place.map.kakao.com/1695480676#review,4.68,77,https://m.place.naver.com/share?id=1754194009&tabsPath=%2Fhome&appMode=detail,4.6,리뷰 18개,https://goo.gl/maps/gUUMn8LdjjxEdZ438,128.9069936430323,35.08516078724434
30,요녀석파스타 명지국제점,부산광역시 강서구 명지동 3328 명지 협성휴포레 301동 102호,강서구,명지동,경양식,,375000.3849,180279.6001,,,,,,,3.6,리뷰 9개,https://goo.gl/maps/Ji13iTpcTMdx1J49A,128.91728510304884,35.10642539166711
31,피자비토랩 명지점,부산광역시 강서구 명지동 3331-5번지 명지 예진빌딩,강서구,명지동,경양식,051 208 7778,375181.6108,180096.7371,1.0,1,https://place.map.kakao.com/1962945015#review,,,,3.0,리뷰 1개,https://goo.gl/maps/zwvYmUwF7masR7Zb9,128.91923310042844,35.10474659355831
32,파파존스 부산명지점,부산광역시 강서구 명지동 3347번지 금강펜테리움 센트럴파크 3차 313동 B-109호,강서구,명지동,경양식,,375198.0631,179954.4398,5.0,2,https://place.map.kakao.com/282619176#review,,,,5.0,리뷰 1개,https://goo.gl/maps/pNbn4aMBZPYz1o5r8,128.919383369992,35.10346184287593
33,밥스테이크 명지국제신도시점,부산광역시 강서구 명지동 3357-1번지 아이메디컬 109호,강서구,명지동,경양식,051 202 5453,374819.1867,179407.0977,,,,,,,,,,128.91511471460194,35.098596818168744
34,신복관 명지점,부산광역시 강서구 명지동 3357-3 203호,강서구,명지동,경양식,,374874.0447,179399.726,5.0,26,https://place.map.kakao.com/1962339128#review,4.38,137,https://m.place.naver.com/share?id=1229100309&tabsPath=%2Fhome&appMode=detail,4.0,리뷰 1개,https://goo.gl/maps/2ARVjwSRnRP9tu3y9,128.91571447337927,35.09852090023353
35,소미돈까스 명지점,부산광역시 강서구 명지동 3357-3 명지코아상가 104호,강서구,명지동,경양식,,374874.0447,179399.726,5.0,2,https://place.map.kakao.com/963538605#review,,,,5.0,리뷰 1개,https://goo.gl/maps/6PgioLueN6jL4Ecz6,128.91571447337927,35.09852090023353
36,하나돈까스 명지국제신도시점,부산광역시 강서구 명지동 3357-3번지 201호,강서구,명지동,경양식,051 893 1999,374874.0447,179399.726,5.0,5,https://place.map.kakao.com/261758987#review,,,,4.2,리뷰 13개,https://goo.gl/maps/XjpmKZ7UZ8STCquy6,128.91571447337927,35.09852090023353
37,해동밥상,부산광역시 강서구 명지동 3358-5번지 SM빌딩 301호 일부,강서구,명지동,경양식,051 203 3367,375167.3271,179369.3032,0.0,7,https://place.map.kakao.com/1108905763#review,4.44,69,https://m.place.naver.com/share?id=1696144101&tabsPath=%2Fhome&appMode=detail,3.8,리뷰 45개,https://goo.gl/maps/kxo7FRua7BTdCow28,128.9189227878201,35.09819594490141
38,푸케투,부산광역시 강서구 명지동 3358-8 303호,강서구,명지동,패밀리레스트랑,,375248.5123,179362.0025,0.0,0,https://place.map.kakao.com/664522311#review,,,,,,,128.91981113165738,35.098116074157865
39,도꼬돈카츠,부산광역시 강서구 명지동 3363-6 1층 일부,강서구,명지동,경양식,051 202 2660,375479.3303,180007.6234,4.2,7,https://place.map.kakao.com/1556439567#review,4.51,122,https://m.place.naver.com/share?id=1521714835&tabsPath=%2Fhome&appMode=detail,4.3,리뷰 4개,https://goo.gl/maps/WhnRyJMpYYeecota9,128.9224778516473,35.103892046860416
40,코지하우스 명지점,부산광역시 강서구 명지동 3363-8,강서구,명지동,패밀리레스트랑,051 2020555,375529.2187,180001.1444,5.0,21,https://place.map.kakao.com/1798705987#review,4.47,392,https://m.place.naver.com/share?id=1309534358&tabsPath=%2Fhome&appMode=detail,4.5,리뷰 4개,https://goo.gl/maps/ZboE6pgdjvDu5udY7,128.9230233530996,35.10382499842681
41,쿠지,부산광역시 강서구 명지동 3374-4번지 1층,강서구,명지동,경양식,,375507.3833,179913.158,4.8,42,https://place.map.kakao.com/597821490#review,,,,,,,128.92276536227936,35.10303617026965
42,효돈까스 명지국제신도시점,부산광역시 강서구 명지동 3382-3번지,강서구,명지동,경양식,,375572.9707,179873.3575,4.3,56,https://place.map.kakao.com/825119345#review,,,,4.4,리뷰 42개,https://goo.gl/maps/pXL45Z3G9EccmFc97,128.92347588844237,35.10266620996829
43,뽕뜨락피자 명지국제신도시점,부산광역시 강서구 명지동 3388-1 세성파크 1동 102호,강서구,명지동,경양식,051 292 3939,375347.881,179687.1551,5.0,0,https://place.map.kakao.com/1742533197#review,,,,,,,128.92096911119043,35.10102795824648
44,리찌하우스,부산광역시 강서구 명지동 3395-4번지 오성빌딩 202호,강서구,명지동,경양식,051 294 2122,375383.6422,179346.1524,3.5,40,https://place.map.kakao.com/1240366615#review,4.53,150,https://m.place.naver.com/share?id=38705509&tabsPath=%2Fhome&appMode=detail,4.8,리뷰 5개,https://goo.gl/maps/w71JsUJQJdErjEqy6,128.92128896166986,35.097949801098686
45,국제오리,"부산광역시 강서구 명지동 3395-5 팔봉프라자 103,104호",강서구,명지동,경양식,,375408.5169,179343.536,,,,4.44,170,https://m.place.naver.com/share?id=1581212526&tabsPath=%2Fhome&appMode=detail,,,,128.9215610634902,35.0979219057656
46,홍익스테이크(명지점),부산광역시 강서구 명지동 3395-5 팔봉프라자1동 301호 일부,강서구,명지동,경양식,051 291 0116,375408.5169,179343.536,0.0,0,https://place.map.kakao.com/728389506#review,,,,,,,128.9215610634902,35.0979219057656
47,프랭크버거 명지점,부산광역시 강서구 명지동 3412-1 108호,강서구,명지동,경양식,,374810.0392,179330.3166,0.0,3,https://place.map.kakao.com/633083486#review,,,,,,,128.91499825525918,35.09790671463979
48,롤링파스타 부산명지점,부산광역시 강서구 명지동 3412-6 202호,강서구,명지동,경양식,051 205 3020,374968.8016,179313.7667,5.0,25,https://place.map.kakao.com/488913037#review,,,,,,,128.91673498593605,35.0977300968366
49,아이언가이즈 부산명지점,부산광역시 강서구 명지동 3420-6번지 108호,강서구,명지동,경양식,051 202 9209,375164.6135,179293.4238,,,,,,,,,,128.91887701049214,35.09751285177411
50,비엠(BM)스포츠랜드,부산광역시 강서구 명지동 3420-6번지 백만프라자 1동 402일부호,강서구,명지동,경양식,051 715 5100,375164.6135,179293.4238,,,,,,,4.1,리뷰 123개,https://goo.gl/maps/RV56Lbp3rJPws8hWA,128.91887701049214,35.09751285177411
51,피자파는집 부산명지점,부산광역시 강서구 명지동 3440-5,강서구,명지동,경양식,,375397.6412,179270.218,5.0,0,https://place.map.kakao.com/1769839450#review,,,,,,,128.92142634110684,35.097263308096274
52,신데렐라,부산광역시 강서구 명지동 3440-5 204호,강서구,명지동,경양식,,375397.6412,179270.218,0.0,0,https://place.map.kakao.com/1763440139#review,,,,,,,128.92142634110684,35.097263308096274
53,휴블랑,"부산광역시 강서구 명지동 3440-7 202, 203호",강서구,명지동,경양식,051 207 2428,375447.4058,179264.9937,2.7,53,https://place.map.kakao.com/91403770#review,,,,4.0,리뷰 176개,https://goo.gl/maps/ZQ7CDmUtBnWUU17N9,128.92197070827464,35.09720759028082
54,미스터피자 부산명지점,부산광역시 강서구 명지동 3440-7번지 2층 201호,강서구,명지동,경양식,051 292 1577,375447.4058,179264.9937,5.0,10,https://place.map.kakao.com/1866307171#review,,,,,,,128.92197070827464,35.09720759028082
55,데이지브런치,부산광역시 강서구 명지동 3442-2 102호,강서구,명지동,경양식,,375289.4781,179205.6789,0.0,2,https://place.map.kakao.com/1009242105#review,4.75,18,https://m.place.naver.com/share?id=1934206215&tabsPath=%2Fhome&appMode=detail,,,,128.9202271120424,35.09670070587804
56,카츠탄탄 명지점,부산광역시 강서구 명지동 3444-1,강서구,명지동,경양식,,375319.9883,179231.7037,3.8,45,https://place.map.kakao.com/122657314#review,4.55,337,https://m.place.naver.com/share?id=1783793311&tabsPath=%2Fhome&appMode=detail,4.1,리뷰 7개,https://goo.gl/maps/hfnxpNKobJMXBKGz8,128.92056703768256,35.09692984944873
57,닥터커틀렛앤파스타,부산광역시 강서구 명지동 3457-10번지 1층,강서구,명지동,경양식,,375380.2575,179090.5879,4.0,51,https://place.map.kakao.com/2052007083#review,4.42,218,https://m.place.naver.com/share?id=1301732473&tabsPath=%2Fhome&appMode=detail,4.0,리뷰 24개,https://goo.gl/maps/8gUTK56vZKNHGzjj9,128.92119779806077,35.09564812341354
58,김씨화덕 명지점,부산광역시 강서구 명지동 3457-12번지,강서구,명지동,경양식,051 293 5105,375377.2192,179113.4751,3.3,25,https://place.map.kakao.com/1898762195#review,4.54,215,https://m.place.naver.com/share?id=1282974332&tabsPath=%2Fhome&appMode=detail,4.3,리뷰 3개,https://goo.gl/maps/mPSzesvQXnidq4MZ7,128.92116933705407,35.095854832218244
59,더리틀팔레트(Thelittlepalette),부산광역시 강서구 명지동 3461-3번지,강서구,명지동,경양식,,375328.4868,179010.7044,,,,,,,,,,128.9206134544398,35.09493748758912
60,크레이프라이언 명지점,부산광역시 강서구 명지동 3479-3,강서구,명지동,경양식,,375188.0014,180548.8614,,,,4.28,38,https://m.place.naver.com/share?id=1571957237&tabsPath=%2Fhome&appMode=detail,4.4,리뷰 10개,https://goo.gl/maps/cEQbqEmZHuwPzr1aA,128.9193987414535,35.10881846655517
61,1830피자 명지점,부산광역시 강서구 명지동 3483-11,강서구,명지동,경양식,,375146.61,180360.6671,0.0,2,https://place.map.kakao.com/840769229#review,,,,,,,128.91890520265406,35.107130300089025
62,제이코비즈(JAYCOBEES),부산광역시 강서구 명지동 3492-8번지 1층 일부,강서구,명지동,경양식,,375230.9688,180309.4474,5.0,21,https://place.map.kakao.com/796964124#review,,,,,,,128.91981914578514,35.10665422868177
63,애니핑거,부산광역시 강서구 명지동 3496-2 1층,강서구,명지동,경양식,,375327.9145,180318.6951,0.0,9,https://place.map.kakao.com/466144283#review,4.5,41,https://m.place.naver.com/share?id=1439626349&tabsPath=%2Fhome&appMode=detail,,,,128.92088385278802,35.10672068524357
64,온나,부산광역시 강서구 명지동 3499-5 1층 일부,강서구,명지동,경양식,070 46472335,375356.784,180232.7802,5.0,11,https://place.map.kakao.com/289146328#review,4.52,140,https://m.place.naver.com/share?id=1401558406&tabsPath=%2Fhome&appMode=detail,1.0,리뷰 1개,https://goo.gl/maps/CiWQ3C5r6Rvk4B4y5,128.9211821488365,35.1059416974838
65,써니사이드원(sunnysideone),부산광역시 강서구 명지동 3504-6번지 1층,강서구,명지동,경양식,,375173.3496,180132.6176,,,,4.63,303,https://m.place.naver.com/share?id=1269488885&tabsPath=%2Fhome&appMode=detail,4.5,리뷰 4개,https://goo.gl/maps/oqwbFJghLVJo6UHy9,128.91915012491648,35.10507125995943
66,흥부네피자,부산광역시 강서구 명지동 3510-6 1층,강서구,명지동,경양식,,375323.5823,180115.2287,0.0,0,https://place.map.kakao.com/53613462#review,4.58,225,https://m.place.naver.com/share?id=1669001556&tabsPath=%2Fhome&appMode=detail,,,,128.92079331429937,35.10488850306974
67,주식회사 단감,부산광역시 강서구 명지동 3586-1번지 플러스존2,강서구,명지동,경양식,,373344.6965,178930.7389,,,,,,,,,,128.89885270913064,35.094559938974776
68,빅스타피자 명지점,부산광역시 강서구 명지동 3586-2 플러스존1 103호,강서구,명지동,경양식,,373401.8115,178925.5485,0.0,0,https://place.map.kakao.com/1280839300#review,,,,,,,128.89947765217434,35.09450336461324
69,꽃다방,부산광역시 강서구 명지동 3587-1,강서구,명지동,경양식,051 292 9448,373329.1631,178858.4488,0.0,0,https://place.map.kakao.com/1712950390#review,,,,,,,128.89866733803996,35.093911369973135
70,카레비타,부산광역시 강서구 명지동 3597-4 128호,강서구,명지동,경양식,051 204 5452,373751.3594,178895.633,0.0,0,https://place.map.kakao.com/1123419579#review,,,,,,,128.90330271406503,35.09417372291475
71,은하별,부산광역시 강서구 명지동 3598-4 제이티프라자 117호,강서구,명지동,경양식,,373739.3726,178830.0192,,,,,,,,,,128.90315758110506,35.09358469546962
72,뉴욕버거,부산광역시 강서구 명지동 3599-1 e편한세상 명지,강서구,명지동,경양식,051 202 2040,374032.1287,179398.7823,5.0,3,https://place.map.kakao.com/1372191315#review,,,,,,,128.90648577539807,35.09865801283699
73,오찌피자 명지점,부산광역시 강서구 명지동 3599-1 e편한세상 명지 2-82호,강서구,명지동,경양식,,374032.1287,179398.7823,5.0,1,https://place.map.kakao.com/582617361#review,4.9,25,https://m.place.naver.com/share?id=1235678534&tabsPath=%2Fhome&appMode=detail,,,,128.90648577539807,35.09865801283699
74,2020수제버거,부산광역시 강서구 명지동 3599-1 e편한세상 명지 비주거시설동 74호,강서구,명지동,경양식,,374032.1287,179398.7823,0.0,2,https://place.map.kakao.com/757503960#review,,,,,,,128.90648577539807,35.09865801283699
75,프레드 피자,부산광역시 강서구 명지동 3603-2,강서구,명지동,경양식,051 205 7117,373925.112,178813.8611,5.0,5,https://place.map.kakao.com/1924551149#review,4.65,20,https://m.place.naver.com/share?id=1335920132&tabsPath=%2Fhome&appMode=detail,,,,128.90519002178618,35.0934071285091
76,하라라,부산광역시 강서구 범방동 16번지 1층일부,강서구,범방동,패밀리레스트랑,,371788.8342,185931.053,5.0,0,https://place.map.kakao.com/1414858109#review,4.2,10,https://m.place.naver.com/share?id=1081255373&tabsPath=%2Fhome&appMode=detail,4.4,리뷰 8개,https://goo.gl/maps/Z3XD9eMkvkvJhNtT9,128.88325170503768,35.15788989222676
77,다온나루,부산광역시 강서구 범방동 1901-10 다온나루 본관,강서구,범방동,경양식,051 832 1771,371429.3885,184658.8875,4.2,334,https://place.map.kakao.com/1403389795#review,4.49,"1,497",https://m.place.naver.com/share?id=1469688337&tabsPath=%2Fhome&appMode=detail,4.2,리뷰 490개,https://goo.gl/maps/LKseZuALzUWSG6vt9,128.87904500651658,35.14649063692048
78,명가돈까스카페,부산광역시 강서구 범방동 342-17번지 1층,강서구,범방동,경양식,051 971 4888,371355.0,185062.0,3.7,13,https://place.map.kakao.com/14490527#review,4.31,268,https://m.place.naver.com/share?id=37358337&tabsPath=%2Fhome&appMode=detail,4.1,리뷰 104개,https://goo.gl/maps/2z5V9h2pdvZeK2Ae6,128.87831264963634,35.15013481903775
79,농부카페,부산광역시 강서구 식만동 155-1,강서구,식만동,경양식,,374616.8328,192562.4651,0.0,9,https://place.map.kakao.com/1852845753#review,4.28,200,https://m.place.naver.com/share?id=1872425928&tabsPath=%2Fhome&appMode=detail,3.9,리뷰 18개,https://goo.gl/maps/QYCawpz1fGZUyea69,128.91567584546522,35.21714196492017
80,앙로고택,부산광역시 강서구 식만동 818-19번지,강서구,식만동,경양식,,373553.3513,191205.4531,3.1,214,https://place.map.kakao.com/2044414094#review,4.63,"2,286",https://m.place.naver.com/share?id=1426385362&tabsPath=%2Fhome&appMode=detail,3.9,리뷰 192개,https://goo.gl/maps/RMZAmNjDXJjndNye9,128.90371606951865,35.20510171064068
81,앙로고택 브런치,부산광역시 강서구 식만동 818-5 1층,강서구,식만동,경양식,,373551.8172,191218.3371,,,,,,,,,,128.90370194334355,35.205218040927484
82,라디페,부산광역시 강서구 신호동 217번지 신호프라자 101호,강서구,신호동,경양식,,371180.376,177972.6751,0.0,1,https://place.map.kakao.com/26558196#review,,,,,,,128.87493194952327,35.086298509980445
83,연술도그(yunsooldog),부산광역시 강서구 신호동 222-11번지,강서구,신호동,경양식,,371466.2801,177841.3648,,,,,,,,,,128.87803828039156,35.08506702275185
84,로젠,부산광역시 강서구 신호동 222-2번지 1층,강서구,신호동,경양식,051 2713150,371405.3535,177859.1649,0.0,0,https://place.map.kakao.com/1183872712#review,,,,,,,128.8773742206018,35.0852377304864
85,루나스,"부산광역시 강서구 신호동 315-6번지 정우빌딩 106,107호",강서구,신호동,경양식,,370718.681,177438.358,0.0,0,https://place.map.kakao.com/1041946896#review,4.47,30,https://m.place.naver.com/share?id=1202536721&tabsPath=%2Fhome&appMode=detail,,,,128.86976185394062,35.08156314664379
86,맥주집언니,부산광역시 강서구 지사동 1184-1번지,강서구,지사동,경양식,051 831 2848,367397.0144,185185.0569,0.0,0,https://place.map.kakao.com/1211566114#review,,,,,,,128.83492399186724,35.15190933622208
87,生수제돈가츠,부산광역시 강서구 지사동 1189-5번지,강서구,지사동,경양식,051 973 1124,367123.2891,184937.1813,,,,,,,,,,128.83187141313064,35.1497217214048
88,유로코피자 지사점,부산광역시 강서구 지사동 1190-10 1층 일부호,강서구,지사동,경양식,,367170.2404,184912.196,,,,,,,,,,128.83238135444148,35.14948883541086
89,더 스테이크 인 에일하우스,부산광역시 강서구 지사동 1198-12번지 이레트윈빌딩 204호,강서구,지사동,경양식,051 904 0320,366797.9897,184907.6723,,,,,,,,,,128.82829735874446,35.14950982411534
90,푸릴리 부산지사동점,부산광역시 강서구 지사동 1215-2 지사복합상가 A동,강서구,지사동,경양식,051 971 8284,366799.2165,184790.2455,3.4,12,https://place.map.kakao.com/100341922#review,,,,,,,128.8282871285097,35.148451728209615
91,두문,부산광역시 강서구 천성동 1480,강서구,천성동,경양식,051 747 5200,365362.5879,172532.8657,3.5,75,https://place.map.kakao.com/1868049175#review,,,,4.3,리뷰 167개,https://goo.gl/maps/LstE9g7goCBVY5A68,128.81008486592,35.038260479630864
92,왕이드신닭개장,부산광역시 강서구 천성동 873번지,강서구,천성동,경양식,,365397.6084,171831.7318,4.0,2,https://place.map.kakao.com/1507118164#review,4.13,143,https://m.place.naver.com/share?id=1646793711&tabsPath=%2Fhome&appMode=detail,,,,128.81032902031177,35.031938084838785
93,청년피자 녹산점,부산광역시 강서구 화전동 558 우방아이유쉘 212동 118호,강서구,화전동,경양식,,371873.1502,180659.7072,0.0,1,https://place.map.kakao.com/1981541672#review,,,,,,,128.88308176140742,35.11038755838938
94,에스엘오,부산광역시 강서구 화전동 561-4번지 1층,강서구,화전동,경양식,,371425.9151,180691.2112,5.0,1,https://place.map.kakao.com/1374465725#review,,,,,,,128.87818520380193,35.11074751237404
95,힐링카페,부산광역시 금정구 구서동 1008-16번지,금정구,구서동,경양식,051 517 2348,389795.009,197800.034,0.0,1,https://place.map.kakao.com/321443571#review,,,,,,,129.08348582529624,35.26156545398791
96,듀코비라운지,부산광역시 금정구 구서동 1009-4,금정구,구서동,경양식,,389848.5185,197724.2294,4.7,27,https://place.map.kakao.com/1504361016#review,4.61,81,https://m.place.naver.com/share?id=1491557530&tabsPath=%2Fhome&appMode=detail,4.8,리뷰 12개,https://g.page/ducobilounge?share,129.08405596938647,35.26087252053051
97,썸원(SOME ONE),부산광역시 금정구 구서동 1016-21번지,금정구,구서동,경양식,,389768.4122,197648.6501,,,,,,,,,,129.0831588055921,35.26020691088531
98,다락,부산광역시 금정구 구서동 1021-4번지,금정구,구서동,경양식,051 5173336,389573.0891,197503.8352,0.0,0,https://place.map.kakao.com/15523840#review,,,,,,,129.08098041091824,35.2589394487504
99,카페 비바체,부산광역시 금정구 구서동 1021-7,금정구,구서동,경양식,,389573.2922,197469.9612,5.0,0,https://place.map.kakao.com/221628276#review,4.72,16,https://m.place.naver.com/share?id=1229929761&tabsPath=%2Fhome&appMode=detail,,,,129.08097483362445,35.25863429269373
